day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;2400;SQUID_INK;1847;22;;;;;1850;22;;;;;1848.5;41.0
1;2400;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;42.0
1;2500;SQUID_INK;1850;23;;;;;1853;23;;;;;1851.5;54.974609375
1;2500;RAINFOREST_RESIN;9997;5;9992;28;;;10008;28;;;;;10002.5;42.0
1;2500;KELP;2032;23;;;;;2036;23;;;;;2034.0;0.0
1;2600;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;42.0
1;2600;KELP;2033;30;;;;;2036;30;;;;;2034.5;0.0
1;2600;SQUID_INK;1851;30;;;;;1854;30;;;;;1852.5;63.2958984375
1;2700;KELP;2033;30;;;;;2036;23;;;;;2034.5;0.0
1;2700;SQUID_INK;1853;30;;;;;1856;23;;;;;1854.5;75.36328125
1;2700;RAINFOREST_RESIN;10001;1;9992;34;;;10008;34;;;;;10004.5;42.0
1;2800;KELP;2033;27;;;;;2036;27;;;;;2034.5;0.0
1;2800;SQUID_INK;1853;27;;;;;1857;27;;;;;1855.0;78.1015625
1;2800;RAINFOREST_RESIN;9997;2;9992;28;;;10008;28;;;;;10002.5;43.0
1;2900;SQUID_INK;1853;22;;;;;1856;22;;;;;1854.5;74.7802734375
1;2900;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;43.0
1;2900;KELP;2032;22;;;;;2036;22;;;;;2034.0;0.0
1;3000;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;43.0
1;3000;KELP;2035;1;2033;35;;;2036;30;;;;;2035.5;0.0
1;3000;SQUID_INK;1855;1;1853;35;;;1856;30;;;;;1855.5;72.9765625
1;3100;KELP;2032;28;;;;;2036;28;;;;;2034.0;0.0
1;3100;SQUID_INK;1851;28;;;;;1854;28;;;;;1852.5;63.5859375
1;3100;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;43.0
1;3200;KELP;2032;24;;;;;2034;5;2036;24;;;2033.0;0.0
1;3200;SQUID_INK;1851;24;;;;;1852;5;1854;24;;;1851.5;65.0517578125
1;3200;RAINFOREST_RESIN;10003;3;9992;27;;;10008;27;;;;;10005.5;43.0
1;3300;SQUID_INK;1851;25;;;;;1854;25;;;;;1852.5;61.4052734375
1;3300;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;52.0
1;3300;KELP;2033;1;2032;24;;;2036;25;;;;;2034.5;0.0
1;3400;RAINFOREST_RESIN;9992;32;;;;;9998;3;10008;32;;;9995.0;52.0
1;3400;KELP;2033;2;2032;27;;;2036;29;;;;;2034.5;0.0
1;3400;SQUID_INK;1850;29;;;;;1853;29;;;;;1851.5;58.416015625
1;3500;KELP;2032;26;;;;;2036;26;;;;;2034.0;0.0
1;3500;SQUID_INK;1852;26;;;;;1855;26;;;;;1853.5;-24.140625
1;3500;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;58.0
1;3600;KELP;2033;27;;;;;2036;27;;;;;2034.5;0.0
1;3600;SQUID_INK;1850;27;;;;;1853;27;;;;;1851.5;13.34375
1;3600;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;58.0
1;3700;SQUID_INK;1851;25;;;;;1854;25;;;;;1852.5;-2.22265625
1;3700;RAINFOREST_RESIN;9992;28;;;;;9999;1;10008;28;;;9995.5;58.0
1;3700;KELP;2033;25;;;;;2036;25;;;;;2034.5;0.0
1;3800;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;59.0
1;3800;KELP;2033;24;;;;;2035;7;2036;24;;;2034.0;0.0
1;3800;SQUID_INK;1849;24;;;;;1851;7;1852;24;;;1850.0;30.10546875
1;3900;KELP;2033;27;;;;;2036;26;;;;;2034.5;0.0
1;3900;SQUID_INK;1850;27;;;;;1853;26;;;;;1851.5;15.93359375
1;3900;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;59.0
1;4000;KELP;2032;30;;;;;2036;31;;;;;2034.0;0.0
1;4000;SQUID_INK;1850;31;;;;;1851;1;1853;1;1854;30;1850.5;2.5078125
1;4000;RAINFOREST_RESIN;9997;6;9992;30;;;10008;30;;;;;10002.5;59.0
1;4100;RAINFOREST_RESIN;9997;2;9992;34;;;10008;34;;;;;10002.5;59.0
1;4100;SQUID_INK;1852;5;1851;24;;;1854;24;;;;;1853.0;-8.84375
1;4100;KELP;2033;5;2032;24;;;2036;24;;;;;2034.5;0.0
1;4200;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;59.0
1;4200;KELP;2032;29;;;;;2034;7;2036;29;;;2033.0;0.0
1;4200;SQUID_INK;1852;29;;;;;1854;7;1855;29;;;1853.0;-32.7265625
1;4300;KELP;2032;26;;;;;2033;2;2036;26;;;2032.5;0.0
1;4300;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;59.0
1;4300;SQUID_INK;1853;26;;;;;1854;2;1857;26;;;1853.5;-68.46875
1;4400;KELP;2032;28;;;;;2035;28;;;;;2033.5;0.0
1;4400;SQUID_INK;1853;28;;;;;1856;28;;;;;1854.5;-61.234375
1;4400;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;59.0
1;4500;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;59.0
1;4500;SQUID_INK;1852;26;;;;;1854;8;1855;26;;;1853.0;-38.64453125
1;4500;KELP;2032;26;;;;;2034;8;2036;26;;;2033.0;0.0
1;4600;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;59.0
1;4600;KELP;2032;21;;;;;2034;3;2036;21;;;2033.0;0.0
1;4600;SQUID_INK;1854;21;;;;;1856;3;1857;21;;;1855.0;-77.75
1;4700;KELP;2032;26;;;;;2035;26;;;;;2033.5;0.0
1;4700;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;59.0
1;4700;SQUID_INK;1854;26;;;;;1857;26;;;;;1855.5;-72.7421875
1;4800;KELP;2034;1;2033;7;2032;23;2036;23;;;;;2035.0;0.0
1;4800;SQUID_INK;1856;1;1854;30;;;1857;23;;;;;1856.5;-75.33203125
1;4800;RAINFOREST_RESIN;9992;25;;;;;9999;1;10008;25;;;9995.5;59.0
1;4900;RAINFOREST_RESIN;9997;7;9992;28;;;10008;28;;;;;10002.5;60.0
1;4900;SQUID_INK;1853;24;;;;;1855;6;1856;24;;;1854.0;-58.09375
1;4900;KELP;2032;24;;;;;2034;6;2035;2;2036;22;2033.0;0.0
1;5000;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;60.0
1;5000;KELP;2033;5;2032;31;;;2035;1;2036;30;;;2034.0;0.0
1;5000;SQUID_INK;1854;6;1853;30;;;1857;31;;;;;1855.5;-67.04296875
1;5100;KELP;2032;26;;;;;2036;26;;;;;2034.0;0.0
1;5100;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;60.0
1;5100;SQUID_INK;1852;26;;;;;1855;26;;;;;1853.5;-40.2421875
1;5200;SQUID_INK;1854;5;1853;31;;;1856;25;;;;;1855.0;-50.16015625
1;5200;KELP;2033;5;2032;31;;;2035;2;2036;23;;;2034.0;0.0
1;5200;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;60.0
1;5300;RAINFOREST_RESIN;9992;29;;;;;9997;12;10008;29;;;9994.5;60.0
1;5300;SQUID_INK;1852;22;;;;;1855;22;;;;;1853.5;-40.765625
1;5300;KELP;2032;22;;;;;2036;22;;;;;2034.0;0.0
1;5400;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;96.0
1;5400;SQUID_INK;1853;30;;;;;1856;30;;;;;1854.5;-96.46875
1;5400;KELP;2032;30;;;;;2036;30;;;;;2034.0;0.0
1;5500;KELP;2032;29;;;;;2033;8;2036;29;;;2032.5;0.0
1;5500;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;96.0
1;5500;SQUID_INK;1854;21;;;;;1857;29;;;;;1855.5;-148.9765625
1;5600;SQUID_INK;1851;25;;;;;1854;2;1855;23;;;1852.5;-41.21875
1;5600;KELP;2032;25;;;;;2036;25;;;;;2034.0;0.0
1;5600;RAINFOREST_RESIN;9992;34;;;;;10003;7;10008;34;;;9997.5;96.0
1;5700;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;96.0
1;5700;SQUID_INK;1850;34;;;;;1853;31;;;;;1851.5;27.9140625
1;5700;KELP;2033;4;2032;30;;;2036;31;;;;;2034.5;0.0
1;5800;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;96.0
1;5800;SQUID_INK;1851;2;1850;28;;;1854;30;;;;;1852.5;-3.765625
1;5800;KELP;2032;30;;;;;2036;30;;;;;2034.0;0.0
1;5900;KELP;2032;23;;;;;2036;23;;;;;2034.0;0.0
1;5900;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;96.0
1;5900;SQUID_INK;1851;2;1850;21;;;1854;23;;;;;1852.5;-3.125
1;6000;SQUID_INK;1853;30;;;;;1856;30;;;;;1854.5;-109.4140625
1;6000;KELP;2032;30;;;;;2036;30;;;;;2034.0;0.0
1;6000;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;96.0
1;6100;RAINFOREST_RESIN;9992;33;;;;;10003;4;10008;33;;;9997.5;96.0
1;6100;SQUID_INK;1853;25;;;;;1856;25;;;;;1854.5;-99.75
1;6100;KELP;2033;1;2032;24;;;2036;25;;;;;2034.5;0.0
1;6200;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;96.0
1;6200;SQUID_INK;1855;1;1853;30;;;1856;30;;;;;1855.5;-115.015625
1;6200;KELP;2035;1;2032;30;;;2036;30;;;;;2035.5;0.0
1;6300;KELP;2032;22;;;;;2036;22;;;;;2034.0;0.0
1;6300;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;96.0
1;6300;SQUID_INK;1855;22;;;;;1858;22;;;;;1856.5;-177.095703125
1;6400;SQUID_INK;1855;24;;;;;1858;24;;;;;1856.5;-184.083984375
1;6400;KELP;2033;1;2032;23;;;2036;24;;;;;2034.5;0.0
1;6400;RAINFOREST_RESIN;9992;31;;;;;10003;2;10008;31;;;9997.5;96.0
1;6500;RAINFOREST_RESIN;10002;3;9992;30;;;10008;30;;;;;10005.0;96.0
1;6500;SQUID_INK;1856;22;;;;;1859;22;;;;;1857.5;-190.1875
1;6500;KELP;2032;22;;;;;2036;22;;;;;2034.0;0.0
1;6600;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;102.0
1;6600;SQUID_INK;1856;27;;;;;1857;5;1860;29;;;1856.5;-200.837890625
1;6600;KELP;2032;27;;;;;2033;5;2036;29;;;2032.5;0.0
1;6700;KELP;2033;31;;;;;2035;7;2036;31;;;2034.0;0.0
1;6700;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;102.0
1;6700;SQUID_INK;1857;31;;;;;1859;7;1860;31;;;1858.0;-204.73046875
1;6800;SQUID_INK;1858;4;1857;31;;;1860;31;;;;;1859.0;-202.580078125
1;6800;KELP;2034;4;2033;2;2032;29;2036;31;;;;;2035.0;0.0
1;6800;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;102.0
1;6900;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;102.0
1;6900;SQUID_INK;1858;29;;;;;1860;3;1861;29;;;1859.0;-218.396484375
1;6900;KELP;2033;29;;;;;2035;3;2036;29;;;2034.0;0.0
1;7000;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;102.0
1;7000;SQUID_INK;1858;38;;;;;1861;31;;;;;1859.5;-220.556640625
1;7000;KELP;2033;38;;;;;2036;31;;;;;2034.5;0.0
1;7100;KELP;2033;1;2032;30;;;2036;31;;;;;2034.5;0.0
1;7100;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;102.0
1;7100;SQUID_INK;1859;31;;;;;1862;31;;;;;1860.5;-235.212890625
1;7200;SQUID_INK;1859;29;;;;;1862;23;;;;;1860.5;-234.751953125
1;7200;KELP;2033;7;2032;22;;;2036;23;;;;;2034.5;0.0
1;7200;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;102.0
1;7300;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;102.0
1;7300;SQUID_INK;1860;26;;;;;1863;26;;;;;1861.5;-250.21875
1;7300;KELP;2033;1;2032;25;;;2036;26;;;;;2034.5;0.0
1;7400;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;102.0
1;7400;SQUID_INK;1860;22;;;;;1863;22;;;;;1861.5;-248.875
1;7400;KELP;2032;22;;;;;2036;22;;;;;2034.0;0.0
1;7500;KELP;2032;29;;;;;2034;3;2036;29;;;2033.0;0.0
1;7500;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;102.0
1;7500;SQUID_INK;1860;29;;;;;1861;3;1863;29;;;1860.5;-242.029296875
1;7600;SQUID_INK;1859;27;;;;;1862;27;;;;;1860.5;-231.0546875
1;7600;KELP;2032;27;;;;;2036;27;;;;;2034.0;0.0
1;7600;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;102.0
1;7700;RAINFOREST_RESIN;9997;6;9992;27;;;10008;27;;;;;10002.5;102.0
1;7700;SQUID_INK;1859;26;;;;;1862;26;;;;;1860.5;-236.6640625
1;7700;KELP;2032;26;;;;;2036;26;;;;;2034.0;0.0
1;7800;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;102.0
1;7800;SQUID_INK;1861;1;1860;23;;;1864;23;;;;;1862.5;-253.462890625
1;7800;KELP;2033;1;2032;23;;;2036;23;;;;;2034.5;0.0
1;7900;KELP;2033;24;;;;;2036;24;;;;;2034.5;0.0
1;7900;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;102.0
1;7900;SQUID_INK;1861;24;;;;;1864;24;;;;;1862.5;-256.603515625
1;8000;SQUID_INK;1863;1;1862;3;1861;30;1864;30;;;;;1863.5;-254.78125
1;8000;KELP;2035;1;2034;3;2033;30;2036;30;;;;;2035.5;0.0
1;8000;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;102.0
1;8100;SQUID_INK;1860;25;;;;;1864;25;;;;;1862.0;-252.046875
1;8100;KELP;2033;25;;;;;2036;25;;;;;2034.5;0.0
1;8100;RAINFOREST_RESIN;9992;30;;;;;10008;30;;;;;10000.0;102.0
1;8200;SQUID_INK;1862;2;1861;25;;;1865;27;;;;;1863.5;-265.4609375
1;8200;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;102.0
1;8200;KELP;2033;27;;;;;2036;27;;;;;2034.5;0.0
1;8300;KELP;2033;28;;;;;2036;28;;;;;2034.5;0.0
1;8300;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;102.0
1;8300;SQUID_INK;1861;28;;;;;1864;28;;;;;1862.5;-255.748046875
1;8400;SQUID_INK;1860;29;;;;;1864;29;;;;;1862.0;-252.791015625
1;8400;RAINFOREST_RESIN;10002;4;9992;30;;;10008;30;;;;;10005.0;102.0
1;8400;KELP;2033;29;;;;;2036;29;;;;;2034.5;0.0
1;8500;SQUID_INK;1861;35;;;;;1864;27;;;;;1862.5;-258.396484375
1;8500;KELP;2033;35;;;;;2036;27;;;;;2034.5;0.0
1;8500;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;110.0
1;8600;SQUID_INK;1861;29;;;;;1864;2;1865;27;;;1862.5;-264.0390625
1;8600;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;110.0
1;8600;KELP;2033;29;;;;;2036;29;;;;;2034.5;0.0
1;8700;KELP;2035;1;2033;32;;;2036;24;;;;;2035.5;0.0
1;8700;SQUID_INK;1863;1;1861;10;1860;22;1864;24;;;;;1863.5;-252.99609375
1;8700;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;110.0
1;8800;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;110.0
1;8800;KELP;2033;31;;;;;2036;31;;;;;2034.5;0.0
1;8800;SQUID_INK;1863;31;;;;;1866;31;;;;;1864.5;-280.658203125
1;8900;KELP;2033;28;;;;;2036;26;;;;;2034.5;0.0
1;8900;SQUID_INK;1864;28;;;;;1867;26;;;;;1865.5;-312.455078125
1;8900;RAINFOREST_RESIN;9992;32;;;;;10008;32;;;;;10000.0;110.0
1;9000;SQUID_INK;1864;23;;;;;1867;23;;;;;1865.5;-315.939453125
1;9000;RAINFOREST_RESIN;9997;6;9992;33;;;10008;33;;;;;10002.5;110.0
1;9000;KELP;2033;23;;;;;2036;23;;;;;2034.5;0.0
1;9100;KELP;2033;27;;;;;2036;22;;;;;2034.5;0.0
1;9100;SQUID_INK;1865;5;1864;22;;;1867;22;;;;;1866.0;-310.755859375
1;9100;RAINFOREST_RESIN;9992;35;;;;;10008;35;;;;;10000.0;110.0
1;9200;RAINFOREST_RESIN;9992;31;;;;;10008;31;;;;;10000.0;110.0
1;9200;KELP;2033;30;;;;;2036;27;;;;;2034.5;0.0
1;9200;SQUID_INK;1865;30;;;;;1868;27;;;;;1866.5;-304.603515625
1;9300;KELP;2033;30;;;;;2036;30;;;;;2034.5;0.0
1;9300;SQUID_INK;1864;30;;;;;1868;30;;;;;1866.0;-306.69921875
1;9300;RAINFOREST_RESIN;10003;11;9992;26;;;10008;26;;;;;10005.5;110.0
1;9400;SQUID_INK;1866;3;1865;30;;;1868;30;;;;;1867.0;-294.203125
1;9400;RAINFOREST_RESIN;9992;29;;;;;10008;29;;;;;10000.0;143.0
1;9400;KELP;2033;33;;;;;2036;30;;;;;2034.5;0.0
1;9500;KELP;2033;26;;;;;2036;26;;;;;2034.5;0.0
1;9500;SQUID_INK;1865;26;;;;;1868;26;;;;;1866.5;-295.26171875
1;9500;RAINFOREST_RESIN;9992;27;;;;;10008;27;;;;;10000.0;143.0
1;9600;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;143.0
1;9600;KELP;2033;21;;;;;2036;21;;;;;2034.5;0.0
1;9600;SQUID_INK;1867;21;;;;;1870;21;;;;;1868.5;-266.9296875
1;9700;SQUID_INK;1866;31;;;;;1867;5;1868;5;1869;31;1866.5;-279.19140625
1;9700;KELP;2033;31;;;;;2034;5;2035;5;2036;31;2033.5;0.0
1;9700;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;143.0
1;9800;SQUID_INK;1865;26;;;;;1868;26;;;;;1866.5;-296.548828125
1;9800;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;143.0
1;9800;KELP;2033;26;;;;;2036;26;;;;;2034.5;0.0
1;9900;SQUID_INK;1866;24;;;;;1869;24;;;;;1867.5;-285.677734375
1;9900;KELP;2033;24;;;;;2036;24;;;;;2034.5;0.0
1;9900;RAINFOREST_RESIN;10001;1;9992;29;;;10008;29;;;;;10004.5;143.0
1;10000;RAINFOREST_RESIN;9992;28;;;;;10000;4;10008;28;;;9996.0;144.0
1;10000;KELP;2033;27;;;;;2036;27;;;;;2034.5;0.0
1;10000;SQUID_INK;1867;27;;;;;1870;27;;;;;1868.5;-270.037109375
1;10100;SQUID_INK;1867;21;;;;;1869;5;1870;21;;;1868.0;-261.6875
1;10100;KELP;2033;1;2032;20;;;2034;5;2036;21;;;2033.5;0.0
1;10100;RAINFOREST_RESIN;9992;28;;;;;10008;28;;;;;10000.0;144.0
1;10200;SQUID_INK;1869;20;;;;;1872;20;;;;;1870.5;-236.8515625
1;10200;RAINFOREST_RESIN;9997;4;9992;31;;;10008;31;;;;;10002.5;144.0
1;10200;KELP;2033;20;;;;;2036;20;;;;;2034.5;0.0
1;10300;SQUID_INK;1869;5;1868;25;;;1871;25;;;;;1870.0;-241.30859375
1;10300;KELP;2033;30;;;;;2036;25;;;;;2034.5;0.0
1;10300;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;144.0
1;10400;RAINFOREST_RESIN;9992;27;;;;;9999;1;10008;27;;;9995.5;144.0
1;10400;KELP;2032;25;;;;;2036;25;;;;;2034.0;0.0
1;10400;SQUID_INK;1869;25;;;;;1873;25;;;;;1871.0;-221.224609375
1;10500;SQUID_INK;1870;34;;;;;1873;26;;;;;1871.5;-214.1484375
1;10500;KELP;2033;8;2032;26;;;2036;26;;;;;2034.5;0.0
1;10500;RAINFOREST_RESIN;9997;4;9992;33;;;10008;33;;;;;10002.5;145.0
1;10600;SQUID_INK;1871;3;1870;20;;;1873;20;;;;;1872.0;-219.521484375
1;10600;RAINFOREST_RESIN;9992;34;;;;;10008;34;;;;;10000.0;145.0
1;10600;KELP;2034;3;2032;20;;;2036;20;;;;;2035.0;0.0
1;10700;SQUID_INK;1870;31;;;;;1873;24;;;;;1871.5;-210.26171875
1;10700;KELP;2033;7;2032;24;;;2036;24;;;;;2034.5;0.0
1;10700;RAINFOREST_RESIN;9992;28;;;;;10003;7;10008;28;;;9997.5;145.0
1;10800;RAINFOREST_RESIN;9992;33;;;;;10008;33;;;;;10000.0;145.0
